#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-25T17:49:33 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-25T17:49:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/540/3523/tablea1&-out.max=unlimited&-out.all=2&-out.add=_RAJ2000,_DEJ2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75403523
#Name: J/MNRAS/540/3523
#Title: BLOeM. Physical properties of OB stars (Bestenlehner+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/mnras/540/3523	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/540/3523	    IVOID of underlying data collection
#INFO	creator=Bestenlehner J.M.	    First author or institution
#INFO	cites=bibcode:2025MNRAS.540.3523B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/540/3523	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bg-gw-3e3	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_540_3523_tablea1:
#Name: J/MNRAS/540/3523/tablea1
#Title: Physical parameters of BLOeM OB stars
#Column	_RAJ2000	(F19.15)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F19.15)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	BLOeM	(A5)	BLOeM identifier (N-NNN) (1)	[ucd=meta.id;meta.main]
#Column	SpType	(a17)	Spectral type (1)	[ucd=src.spType]
#Column	RV	(I4)	Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F5.1)	? Radial velocity dispersion	[ucd=spect.dopplerVeloc]
#Column	Teff	(F4.1)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(F4.1)	? Error on Teff (upper)	[ucd=stat.error;stat.max]
#Column	e_Teff	(F4.1)	? Error on Teff (lower)	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F5.2)	? log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F5.2)	? Error on logg (upper)	[ucd=stat.error;stat.max]
#Column	e_logg	(F5.2)	? Error on logg (lower)	[ucd=stat.error]
#Column	loggc	(F5.2)	? log surface gravity centrifugal corrected	[ucd=phys.gravity]
#Column	E_loggc	(F5.2)	? Error on logg_c (upper)	[ucd=stat.error;stat.max]
#Column	e_loggc	(F5.2)	? Error on logg_c (lower)	[ucd=stat.error]
#Column	Rstar	(F5.1)	? Stellar radius	[ucd=phys.size.radius]
#Column	E_Rstar	(F4.1)	? Error on stellar radius (upper)	[ucd=stat.error;stat.max]
#Column	e_Rstar	(F4.1)	? Error on stellar radius (lower)	[ucd=stat.error]
#Column	logL	(F5.2)	? Log stellar luminosity	[ucd=phys.luminosity]
#Column	E_logL	(F5.2)	? Error on logL (upper)	[ucd=stat.error;stat.max]
#Column	e_logL	(F5.2)	? Error on logL (lower)	[ucd=stat.error]
#Column	Y	(F5.2)	? He abundance mass fraction	[ucd=phys.abund.Y]
#Column	E_Y	(F5.2)	? Error on Y (upper)	[ucd=stat.error;stat.max]
#Column	e_Y	(F5.2)	? Error on Y (lower)	[ucd=stat.error;pos.cartesian.y]
#Column	vsini	(I3)	? Projected radial velocity	[ucd=spect.dopplerVeloc]
#Column	E_vsini	(I3)	? Error on vsini (upper)	[ucd=stat.error;stat.max]
#Column	e_vsini	(I2)	? Error on vsini (lower)	[ucd=stat.error;phys.veloc.rotat]
#Column	Mspec	(F5.1)	? Spectroscopic mass	[ucd=phys.mass]
#Column	E_Mspec	(F6.1)	? Error on Mspec (upper)	[ucd=stat.error;stat.max]
#Column	e_Mspec	(F5.1)	? Error on Mspec (lower)	[ucd=stat.error]
#Column	Mevol	(F5.1)	? Evolutionary mass (2)	[ucd=phys.mass]
#Column	E_Mevol	(F4.1)	? Error on Mevol (upper)	[ucd=stat.error;stat.max]
#Column	e_Mevol	(F4.1)	? Error on Mevol (lower)	[ucd=stat.error]
#Column	Age	(F4.1)	? Stellar age	[ucd=time.age]
#Column	E_Age	(F4.1)	? Error on age (upper)	[ucd=stat.error;stat.max]
#Column	e_Age	(F4.1)	? Error on age (lower)	[ucd=stat.error;time.age]
#Column	Kmag	(F6.3)	? K-band magnitude (3)	[ucd=phot.mag;em.IR.K]
#Column	AV	(F5.2)	? Visual extinction	[ucd=phys.absorption]
#Column	Notes	(a30)	Notes (4)	[ucd=meta.note]
#Column	_RA	(F17.13)	Data from Shenar et al., 2024, Cat. J/A+A/690/A289 (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F17.13)	Data from Shenar et al., 2024, Cat. J/A+A/690/A289 (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	BLOeM	SpType	RV	s_RV	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	loggc	E_loggc	e_loggc	Rstar	E_Rstar	e_Rstar	logL	E_logL	e_logL	Y	E_Y	e_Y	vsini	E_vsini	e_vsini	Mspec	E_Mspec	e_Mspec	Mevol	E_Mevol	e_Mevol	Age	E_Age	e_Age	Kmag	AV	Notes	_RA	_DE
012.150426115959997	-73.306891380509995	3-068	B5Ib             	 154	  1.2	15.0	 0.8	 1.1	 2.50	 0.14	 0.24	 2.52	 0.16	 0.24	 32.7	 9.4	 6.3	 4.69	 0.19	 0.20	 0.15	 0.11	 0.00	 52	 76	18	 12.8	  12.4	  5.5	 12.7	 2.5	 1.6	12.6	 3.4	 2.4	13.738	 0.51	Post MS                       	012.1504261159600	-73.3068913805100
012.151062229499995	-73.255361612559994	3-069	B1.5II:          	 138	  1.3	22.5	 2.0	 2.0	 3.47	 0.34	 0.29	 3.47	 0.34	 0.29	 14.5	 4.9	 3.4	 4.69	 0.22	 0.22	 0.18	 0.10	 0.03	 34	 15	17	 22.8	  46.5	 11.0	 12.5	 1.7	 2.0	13.0	 3.2	 2.6	14.997	 0.39	neb                           	012.1510622295000	-73.2553616125600
012.151114346450003	-73.363776957490003	3-070	B1II             	 120	  9.1	23.7	 1.2	 2.0	 3.53	 0.17	 0.34	 3.53	 0.17	 0.34	 12.4	 4.9	 2.8	 4.64	 0.25	 0.26	 0.15	 0.09	 0.00	 30	 14	19	 19.1	  24.9	  9.7	 11.4	 2.1	 1.5	14.1	 3.4	 2.7	15.348	 0.32	SB1, SiIV 4089 too weak       	012.1511143464500	-73.3637769574900
012.153617808200000	-73.417578025350011	3-071	B0V              	 142	 17.7	29.9	 3.0	 2.6	 3.88	 0.38	 0.38	 3.92	 0.38	 0.38	  7.5	 3.3	 2.0	 4.60	 0.27	 0.27	 0.24	 0.11	 0.09	202	 26	25	 17.0	  46.8	  9.2	 14.1	 2.5	 1.9	 7.4	 2.4	 4.2	16.174	 0.37	SB1                           	012.1536178082000	-73.4175780253500
012.158985665549997	-73.231750291080004	3-072	B1III            	  39	 39.6	23.7	 5.5	 3.1	 3.70	 0.46	 0.51	 3.74	 0.46	 0.51	 13.5	 6.9	 5.6	 4.71	 0.32	 0.28	 0.16	 0.13	 0.01	201	 24	25	 36.2	 139.0	 22.4	 12.9	 3.4	 1.8	 9.6	 4.4	 3.8	15.178	 0.33	                              	012.1589856655500	-73.2317502910800
012.158997226100000	-73.246544112340018	3-073	B3Ib             	 200	  2.6	15.8	 3.8	 1.1	 2.31	 0.48	 0.33	 2.46	 0.48	 0.34	 41.4	18.4	17.0	 4.98	 0.30	 0.23	 0.17	 0.14	 0.02	153	 24	24	 17.8	  65.1	 10.4	 14.9	 2.7	 2.5	10.8	 2.5	 2.8	13.201	 0.93	2MASS                         	012.1589972261000	-73.2465441123400
012.180397648439994	-73.196524490949997	3-074	B1III-II         	 140	  1.3	23.7	 6.2	 2.0	 3.87	 0.40	 0.29	 3.88	 0.40	 0.29	 13.8	 7.2	 6.3	 4.73	 0.34	 0.26	 0.18	 0.13	 0.03	 78	 96	20	 51.9	 173.4	 30.4	 13.6	 3.5	 2.2	 8.9	 4.5	 3.9	15.166	 0.31	SiIV 4089 too weak            	012.1803976484400	-73.1965244909500
012.197631027320000	-73.416475436159999	3-075	O6.5V:nnn        	 139	  4.5	35.5	 1.5	 2.6	 4.34	 0.11	 0.70	 4.35	 0.11	 0.70	 15.4	 6.3	 3.6	 5.53	 0.26	 0.27	 0.25	 0.11	 0.05	294	 30	33	195.6	 210.4	119.7	 24.9	 7.5	 3.6	 4.2	 0.9	 0.7	14.373	 0.41	                              	012.1976310273200	-73.4164754361600
012.198247260430001	-73.422975506460006	3-076	O8Vn             	  54	 10.1	33.4	 2.3	 1.6	 3.30	 0.23	 0.17	 3.67	 0.29	 0.18	  6.9	 2.8	 1.7	 4.73	 0.27	 0.26	 0.44	 0.11	 0.11	353	136	29	  8.0	  16.1	  3.4	 17.6	 2.3	 1.7	 5.2	 1.1	 3.6	16.104	 0.34	                              	012.1982472604300	-73.4229755064600
012.203431102060005	-73.105707425649996	3-077	B1IIe            	 214	  7.5	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	14.088	     	Be                            	012.2034311020600	-73.1057074256500
012.214544252370001	-73.432934015879994	3-078	O8III((f))       	 150	  1.5	35.6	 1.5	 1.5	 4.36	 0.10	 0.19	 4.36	 0.10	 0.19	 15.9	 6.4	 3.7	 5.56	 0.26	 0.26	 0.25	 0.06	 0.05	 78	 96	20	209.0	 210.8	 89.6	 25.2	 9.3	 3.4	 4.0	 0.6	 0.7	14.261	 0.51	                              	012.2145442523700	-73.4329340158800
012.222471964140002	-73.401634387670029	3-079	B1.5III + B2.5:  	 187	 15.7	23.7	 6.6	 2.7	 3.87	 0.57	 0.40	 3.89	 0.57	 0.40	 13.0	 7.2	 6.2	 4.68	 0.35	 0.28	 0.15	 0.08	 0.00	155	 24	24	 47.2	 261.6	 29.2	 13.0	 3.5	 2.2	 9.2	 4.8	 4.6	15.297	 0.30	SB2, SiIV 4089 too weak       	012.2224719641400	-73.4016343876700
012.228300500490001	-73.275697041900003	3-080	B1III-II         	 182	 19.8	23.7	 1.2	 1.2	 3.87	 0.23	 0.29	 3.87	 0.23	 0.29	 12.1	 4.5	 2.7	 4.61	 0.24	 0.24	 0.20	 0.09	 0.05	 52	 76	19	 39.7	  60.0	 18.9	 11.8	 2.0	 1.6	13.6	 2.9	 2.6	15.389	 0.42	SB1, SiIV 4089 too weak       	012.2283005004900	-73.2756970419000
012.240176301790001	-73.133858528790014	3-081	O6III:           	 168	  1.4	39.7	 1.8	 3.6	 4.17	 0.33	 0.57	 4.17	 0.33	 0.57	 13.4	 4.7	 2.9	 5.60	 0.23	 0.24	 0.55	 0.00	 0.08	111	 21	20	 96.3	 196.9	 55.7	 31.1	 7.6	 5.3	 2.9	 1.0	 0.5	14.404	 0.47	neb                           	012.2401763017900	-73.1338585287900
012.258801272890002	-73.364547269870002	3-082	B1II + B1.5:     	 193	 40.5	23.7	 1.8	 3.0	 3.28	 0.25	 0.30	 3.35	 0.25	 0.31	 17.9	 7.7	 4.5	 4.96	 0.26	 0.27	 0.18	 0.11	 0.03	201	 24	24	 26.1	  48.4	 13.1	 14.9	 2.8	 2.8	 9.9	 3.1	 2.0	14.512	 0.31	SB2                           	012.2588012728900	-73.3645472698700
012.292542097660002	-73.248654855919995	3-084	B0Ib:            	  84	  3.5	26.4	 1.5	 1.9	 2.88	 0.19	 0.29	 3.12	 0.20	 0.29	 16.8	 5.1	 3.4	 5.09	 0.20	 0.21	 0.40	 0.15	 0.10	251	 30	29	 13.3	  15.3	  6.2	 18.2	 3.3	 2.4	 7.8	 1.5	 1.3	14.411	 0.44	SB1/SB2                       	012.2925420976600	-73.2486548559200
012.302913674829997	-73.392818641490010	3-085	B9Iab            	 144	  1.2	13.5	 0.4	 1.9	 2.31	 0.14	 0.14	 2.47	 0.15	 0.15	 36.8	13.1	 7.5	 4.61	 0.20	 0.25	 0.15	 0.03	 0.00	153	 24	24	 14.6	  16.1	  5.6	 12.6	 1.5	 2.5	13.4	 5.1	 2.6	13.530	 0.64	SB?, Post MS, HeI too strong  	012.3029136748300	-73.3928186414900
012.311043766240003	-73.268823189719996	3-086	B1III: + B2.5:   	  44	 28.7	23.7	 7.0	 2.3	 3.53	 0.51	 0.40	 3.55	 0.51	 0.40	 16.4	 9.1	 8.2	 4.88	 0.36	 0.27	 0.15	 0.14	 0.00	153	 24	24	 35.3	 168.8	 22.0	 15.6	 3.4	 3.2	 8.0	 3.6	 3.6	14.772	 0.30	SB2                           	012.3110437662400	-73.2688231897200
012.330593652040003	-73.350718619359995	3-089	B2III:           	 125	 30.8	23.7	 7.0	 4.7	 3.70	 0.57	 0.69	 3.76	 0.57	 0.69	  7.3	 4.3	 3.7	 4.18	 0.35	 0.30	 0.17	 0.15	 0.02	202	 26	25	 11.3	  65.6	  7.4	  9.6	 2.3	 1.7	11.2	 6.9	 9.7	16.496	 0.38	SB1                           	012.3305936520400	-73.3507186193600
012.334866769399998	-73.263504665949995	3-090	B0.2Ia           	 156	  1.6	28.3	 1.2	 2.7	 3.13	 0.11	 0.34	 3.14	 0.13	 0.34	 20.8	 5.2	 3.5	 5.40	 0.16	 0.18	 0.25	 0.11	 0.06	 78	 97	19	 21.8	  16.4	 10.4	 24.9	 4.6	 3.4	 5.6	 1.0	 0.9	13.747	 0.53	                              	012.3348667694000	-73.2635046659500
012.352678329880000	-73.325634462379995	3-091	B1III-II         	 142	  1.5	29.9	 1.6	 1.6	 4.10	 0.23	 0.29	 4.10	 0.23	 0.29	 11.4	 4.0	 2.5	 4.97	 0.24	 0.24	 0.22	 0.08	 0.06	 35	 15	16	 59.5	  87.0	 28.2	 16.8	 2.9	 2.7	 7.1	 1.5	 1.0	15.192	 0.54	                              	012.3526783298800	-73.3256344623800
012.367505446859999	-73.220545239629999	3-092	B5II             	 164	  1.8	14.3	 1.9	 0.8	 2.50	 0.29	 0.14	 2.53	 0.30	 0.14	 22.9	 7.6	 6.2	 4.29	 0.23	 0.20	 0.15	 0.03	 0.00	 55	 77	13	  6.4	  11.4	  2.8	  9.5	 1.7	 1.2	20.8	 5.4	 5.3	14.545	 0.47	SB?, Post MS                  	012.3675054468600	-73.2205452396300
012.370131759000003	-73.235211934300011	3-093	B1II:            	 152	  2.5	29.9	 1.5	 1.1	 4.17	 0.33	 0.29	 4.17	 0.33	 0.29	  5.9	 2.0	 1.3	 4.40	 0.23	 0.23	 0.22	 0.09	 0.07	  0	 28	 0	 18.8	  37.6	  8.9	 12.7	 1.5	 1.2	 8.0	 1.9	 3.8	16.617	 0.47	lpv/SB1                       	012.3701317590000	-73.2352119343000
012.378922655819999	-73.164616966830010	3-094	O8:V(n)          	 146	 10.2	33.7	 3.0	 1.9	 3.60	 0.86	 0.33	 3.73	 0.86	 0.33	  6.3	 2.2	 1.5	 4.66	 0.23	 0.23	 0.32	 0.10	 0.11	251	 30	30	  7.8	  65.1	  4.0	 17.4	 2.5	 2.1	 4.6	 1.1	 3.4	16.205	 0.48	                              	012.3789226558200	-73.1646169668300
012.396288644880002	-73.389127686959995	3-095	B2II:e           	 107	 31.8	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	15.366	     	Be                            	012.3962886448800	-73.3891276869600
012.402694069639999	-73.335516320590003	3-096	B2.5II           	 134	  1.1	19.0	 0.8	 0.8	 2.90	 0.17	 0.17	 2.91	 0.18	 0.17	 22.7	 5.6	 3.9	 4.78	 0.18	 0.18	 0.17	 0.07	 0.02	 55	 77	13	 15.3	  14.1	  5.7	 14.2	 2.1	 1.9	11.8	 2.2	 2.4	14.180	 0.36	                              	012.4026940696400	-73.3355163205900
012.407980138379994	-73.330042254470001	3-097	B2.5II           	 171	  2.6	20.1	 2.0	 2.0	 3.30	 0.46	 0.29	 3.31	 0.46	 0.29	 22.1	 9.0	 5.8	 4.86	 0.26	 0.26	 0.18	 0.07	 0.03	 77	 97	21	 36.1	 117.6	 18.0	 12.6	 2.4	 2.2	12.8	 4.0	 2.9	14.399	 0.58	                              	012.4079801383800	-73.3300422544700
012.428102619120001	-73.288384395319994	3-098	O6V(((f))ne      	 159	 22.5	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	14.219	     	Oe                            	012.4281026191200	-73.2883843953200
012.448104255510000	-73.298019384149995	3-099	B9Iab            	 153	  1.6	13.5	 0.4	 1.9	 2.31	 0.14	 0.14	 2.32	 0.22	 0.14	 43.0	15.3	 8.8	 4.74	 0.20	 0.25	 0.15	 0.03	 0.00	 36	137	34	 14.0	  19.7	  5.3	 12.7	 3.2	 1.6	11.7	 4.0	 2.3	13.207	 0.60	Post MS, HeI too strong       	012.4481042555100	-73.2980193841500
012.455871830400000	-73.320811430030005	3-100	B3II             	 150	  1.2	20.1	 0.8	 1.2	 3.30	 0.17	 0.17	 3.33	 0.17	 0.17	 13.5	 3.5	 2.4	 4.43	 0.18	 0.19	 0.15	 0.03	 0.00	111	 21	20	 14.1	  13.4	  5.3	 10.0	 1.1	 1.0	19.7	 3.3	 3.1	15.244	 0.39	                              	012.4558718304000	-73.3208114300300
012.460047357910000	-73.325564402919994	3-101	O9.7V: + O9.7    	  16	 42.6	29.9	 2.7	 2.3	 3.31	 0.43	 0.29	 3.45	 0.43	 0.29	 12.0	 4.2	 2.9	 5.01	 0.23	 0.23	 0.26	 0.11	 0.10	251	 30	29	 14.6	  39.9	  7.1	 17.8	 3.4	 2.2	 6.6	 1.6	 1.4	15.020	 0.46	SB2, HI, HeI poor fits        	012.4600473579100	-73.3255644029200
012.466302448990001	-73.254780435559994	3-102	B8II-Ib          	 169	  2.0	14.3	 0.4	 1.5	 2.50	 0.14	 0.33	 2.60	 0.15	 0.33	 23.0	 7.1	 4.4	 4.30	 0.19	 0.22	 0.15	 0.03	 0.00	113	 20	19	  7.6	   7.4	  3.7	  9.5	 1.5	 1.2	20.6	 6.1	 4.5	14.536	 0.53	SB?, Post MS                  	012.4663024489900	-73.2547804355600
012.474291211280001	-73.239810979439994	3-103	B1II-Ib          	 158	  2.2	26.4	 2.3	 2.7	 3.30	 0.29	 0.29	 3.36	 0.29	 0.29	 11.3	 3.2	 2.4	 4.75	 0.18	 0.19	 0.20	 0.09	 0.05	153	 24	24	 10.7	  16.2	  5.0	 14.5	 2.1	 1.6	 9.5	 2.0	 1.8	15.266	 0.51	                              	012.4742912112800	-73.2398109794400
012.491953643109998	-73.195725849499993	3-104	B8Iab            	 152	  1.7	14.3	 1.1	 0.8	 2.31	 0.14	 0.24	 2.31	 0.14	 0.24	 41.7	12.8	 9.1	 4.81	 0.21	 0.21	 0.18	 0.08	 0.03	 21	 10	 9	 13.0	  12.4	  5.8	 14.5	 2.4	 2.3	11.1	 2.8	 2.4	13.219	 0.67	Post MS                       	012.4919536431100	-73.1957258495000
012.495275465499997	-73.344923532569993	3-105	B0.2III II       	 163	  1.2	31.5	 1.6	 2.7	 3.87	 0.57	 0.51	 3.87	 0.57	 0.51	 11.0	 3.9	 2.4	 5.03	 0.23	 0.24	 0.25	 0.14	 0.05	  1	 16	 1	 32.6	 132.8	 18.4	 17.6	 3.2	 2.7	 6.5	 1.5	 1.1	15.202	 0.50	                              	012.4952754655000	-73.3449235325700
012.500319468199997	-73.171254280810004	3-106	B5Ib             	 131	  2.1	15.0	 0.8	 1.1	 2.31	 0.14	 0.29	 2.32	 0.15	 0.29	 36.9	14.3	 8.4	 4.80	 0.25	 0.25	 0.24	 0.11	 0.07	 34	 56	17	 10.4	  12.4	  5.0	 12.9	 4.0	 1.6	11.7	 3.4	 3.2	13.299	 0.49	Post MS, LP                   	012.5003194682000	-73.1712542808100
012.516219758040000	-73.403797614759995	3-107	O9.7II:(n)e?     	 182	  2.3	28.4	 2.3	 2.7	 3.12	 0.57	 0.33	 3.28	 0.57	 0.33	 15.8	 4.5	 3.3	 5.16	 0.19	 0.19	 0.31	 0.15	 0.11	250	 30	30	 17.2	  61.4	  8.4	 19.8	 3.8	 2.3	 6.6	 1.3	 1.1	14.190	 0.47	                              	012.5162197580400	-73.4037976147600
012.524172415979999	-73.335232981870007	3-108	B0III            	 161	  1.4	31.5	 1.6	 2.7	 3.87	 0.57	 0.51	 3.87	 0.57	 0.51	 10.4	 4.5	 2.5	 4.98	 0.27	 0.28	 0.24	 0.11	 0.05	 22	 11	22	 29.2	 134.7	 16.7	 16.0	 3.4	 2.2	 6.5	 1.9	 1.2	15.271	 0.53	J band VMC                    	012.5241724159800	-73.3352329818700
012.526177809540005	-73.275416580510026	3-109	B0.2Ib           	 157	  1.1	29.9	 1.2	 2.7	 3.53	 0.11	 0.40	 3.53	 0.11	 0.40	 18.3	 4.8	 3.2	 5.38	 0.17	 0.19	 0.34	 0.09	 0.08	 37	 14	13	 41.4	  30.9	 20.9	 24.4	 4.7	 3.8	 5.5	 0.9	 0.9	14.063	 0.52	                              	012.5261778095400	-73.2754165805100
012.532045958980001	-73.189735724749994	3-110	B8II-Ib          	 146	  1.4	13.5	 0.4	 0.8	 2.33	 0.11	 0.17	 2.36	 0.17	 0.17	 26.2	 7.2	 4.7	 4.31	 0.19	 0.20	 0.15	 0.03	 0.00	 55	 77	13	  5.7	   5.6	  2.2	  9.7	 1.5	 1.2	20.2	 5.4	 4.1	14.311	 0.49	Post MS                       	012.5320459589800	-73.1897357247500
012.535726882699999	-73.264752309670016	3-111	B1Ib             	 156	  1.5	22.6	 1.9	 1.1	 2.88	 0.33	 0.14	 2.89	 0.34	 0.14	 22.0	 5.4	 4.3	 5.06	 0.18	 0.17	 0.32	 0.13	 0.10	 54	 77	14	 13.8	  22.6	  5.1	 17.5	 2.7	 2.2	 8.8	 1.3	 1.7	13.979	 0.52	                              	012.5357268827000	-73.2647523096700
012.541844597420003	-73.260929103400002	3-112	O6.5V-III        	 136	 55.9	35.7	 1.5	 2.7	 3.93	 0.33	 0.62	 3.94	 0.33	 0.62	 11.7	 4.2	 2.5	 5.30	 0.23	 0.24	 0.46	 0.09	 0.06	152	 24	24	 43.6	  90.9	 25.8	 22.7	 4.9	 3.2	 4.3	 1.0	 0.8	14.797	 0.45	SB1                           	012.5418445974200	-73.2609291034000
012.548713171819999	-73.362028661350010	3-113	B2II:            	 157	  1.3	20.1	 2.7	 1.6	 3.13	 0.46	 0.17	 3.15	 0.46	 0.17	 15.5	 5.1	 4.2	 4.55	 0.23	 0.20	 0.21	 0.11	 0.06	 78	 97	19	 12.3	  35.1	  5.5	 11.4	 1.7	 1.6	15.0	 3.7	 3.3	14.944	 0.37	                              	012.5487131718200	-73.3620286613500
012.573041164090000	-73.269223011340003	3-115	B1III            	 148	  2.4	23.7	 1.2	 1.2	 3.30	 0.23	 0.17	 3.32	 0.23	 0.17	 16.6	 6.1	 3.7	 4.89	 0.24	 0.24	 0.18	 0.08	 0.03	113	 20	19	 21.2	  31.7	  8.7	 13.9	 2.8	 1.9	10.7	 2.7	 1.8	14.677	 0.47	lpv/SB1, SiIV 4089 too weak   	012.5730411640900	-73.2692230113400
012.628093653349996	-73.327587009439995	3-116	B3II             	 151	  2.1	17.9	 2.6	 0.8	 2.88	 0.33	 0.14	 2.91	 0.35	 0.14	 17.2	 5.3	 4.7	 4.43	 0.23	 0.18	 0.15	 0.03	 0.00	 78	 98	19	  8.7	  17.1	  3.8	 10.2	 1.5	 1.2	18.2	 4.1	 3.7	14.849	 0.45	                              	012.6280936533500	-73.3275870094400
014.405101946420000	-72.219244112810031	4-002	B1.5:e           	 130	  6.5	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	13.243	     	Be                            	014.4051019464200	-72.2192441128100
014.421585190469999	-72.188920823610005	4-003	B1II             	 177	  1.9	23.8	 5.3	 1.1	 3.31	 0.48	 0.29	 3.31	 0.48	 0.29	 10.4	 4.8	 4.1	 4.50	 0.31	 0.24	 0.15	 0.15	 0.00	 38	 13	11	  8.2	  30.4	  4.6	 11.9	 2.4	 1.8	10.6	 4.1	 4.4	15.713	 0.36	SiIV 4089 too weak            	014.4215851904700	-72.1889208236100
014.425359239459999	-72.079724675679998	4-004	B5II:            	 181	  7.3	13.5	 0.4	 0.8	 2.88	 0.19	 0.29	 2.99	 0.19	 0.29	 16.3	 6.0	 3.5	 3.90	 0.24	 0.25	 0.25	 0.08	 0.06	153	 24	24	  9.3	  12.4	  4.4	  7.2	 1.2	 1.1	34.8	11.5	10.8	15.439	 0.31	SB?, Post MS, Hgamma poor fit 	014.4253592394600	-72.0797246756800
014.443588746190001	-72.212543540840002	4-005	B1III-II         	 139	 10.7	23.3	 3.0	 3.0	 3.31	 0.33	 0.33	 3.40	 0.33	 0.33	 12.4	 5.6	 3.7	 4.61	 0.28	 0.28	 0.25	 0.11	 0.09	200	 24	24	 14.0	  34.6	  7.5	 12.6	 1.4	 2.9	12.3	 4.1	 3.4	15.423	 0.29	SB2                           	014.4435887461900	-72.2125435408400
014.512399145660002	-72.276115947150018	4-007	B1.5III          	 157	  5.7	23.3	 1.6	 2.3	 3.93	 0.29	 0.23	 3.93	 0.29	 0.23	 13.5	 4.6	 3.0	 4.68	 0.22	 0.23	 0.18	 0.08	 0.03	 79	 19	19	 56.6	  97.3	 25.1	 12.6	 1.7	 2.0	13.0	 2.8	 2.7	15.123	 0.40	                              	014.5123991456600	-72.2761159471500
014.531105626869998	-72.263397430340007	4-009	B2III            	 115	 48.5	25.3	 4.2	 3.8	 4.36	 0.10	 0.76	 4.37	 0.10	 0.76	  9.6	 4.7	 3.3	 4.53	 0.29	 0.29	 0.15	 0.11	 0.00	247	 31	33	 79.6	  97.6	 51.0	 12.6	 1.9	 2.6	 9.9	 5.7	 4.3	15.829	 0.30	SB2                           	014.5311056268700	-72.2633974303400
014.541663453120000	-72.183883677189996	4-010	B1e+             	 157	  2.6	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	12.989	     	Be, 2MASS                     	014.5416634531200	-72.1838836771900
014.554065301799993	-72.259874766780030	4-011	B1II             	 138	  5.5	28.0	 1.5	 3.0	 3.91	 0.32	 0.43	 3.91	 0.32	 0.43	 10.2	 4.3	 2.4	 4.76	 0.26	 0.27	 0.44	 0.10	 0.11	  1	 17	 1	 30.4	  69.4	 16.6	 13.1	 2.7	 1.9	 9.5	 2.6	 1.8	15.608	 0.36	lpv/SB1                       	014.5540653018000	-72.2598747667800
014.554415240690000	-72.100812980469996	4-012	B2III            	 137	 11.5	23.3	 1.6	 3.9	 3.99	 0.46	 0.57	 4.00	 0.46	 0.57	  7.7	 3.6	 1.9	 4.20	 0.26	 0.30	 0.20	 0.14	 0.05	153	 25	24	 22.0	  77.9	 13.0	  8.9	 1.4	 1.3	17.1	 7.9	 4.4	16.487	 0.30	                              	014.5544152406900	-72.1008129804700
